"0004-2749","2016","Arquivos Brasileiros de Oftalmologia","14","20","http://scholar.google.com/citations?view_op=list_hcore&venue=RbJaQ-3UqUwJ.2016&hl=en"
"0004-2749","2017","Arquivos Brasileiros de Oftalmologia","14","17","http://scholar.google.com/citations?view_op=list_hcore&venue=RbJaQ-3UqUwJ.2017&hl=en"
"0004-2749","2020","Arquivos Brasileiros de Oftalmologia","17","20","https://scholar.google.com/citations?view_op=list_hcore&venue=RbJaQ-3UqUwJ.2020&hl=pt-BR"
"0004-2803","2013","Arquivos de Gastroenterologia","14","18","http://scholar.google.com/citations?view_op=list_hcore&venue=ogeWhmrBETcJ.2013&hl=pt-br"
"0004-2803","2014","Arquivos de Gastroenterologia","15","20","http://scholar.google.com/citations?view_op=list_hcore&venue=ogeWhmrBETcJ.2014&hl=pt-br"
"0004-2803","2015","Arquivos de Gastroenterologia","18","23","http://scholar.google.com/citations?view_op=list_hcore&venue=ogeWhmrBETcJ.2015&hl=pt-BR"
"0004-2803","2016","Arquivos de Gastroenterologia","17","23","http://scholar.google.com/citations?view_op=list_hcore&venue=ogeWhmrBETcJ.2016&hl=en"
"0004-2803","2017","Arquivos de Gastroenterologia","18","23","http://scholar.google.com/citations?view_op=list_hcore&venue=ogeWhmrBETcJ.2017&hl=en"
"0004-2803","2020","Arquivos de Gastroenterologia","18","23","https://scholar.google.com/citations?view_op=list_hcore&venue=ogeWhmrBETcJ.2020&hl=pt-BR"
"0004-282X","2013","Arquivos de Neuro-Psiquiatria","19","22","http://scholar.google.com/citations?view_op=list_hcore&venue=eWydlrm6X40J.2013&hl=pt-br"
"0004-282X","2014","Arquivos de Neuro-Psiquiatria","21","25","http://scholar.google.com/citations?view_op=list_hcore&venue=eWydlrm6X40J.2014&hl=pt-br"
"0004-282X","2015","Arquivos de Neuro-Psiquiatria","22","27","http://scholar.google.com/citations?view_op=list_hcore&venue=eWydlrm6X40J.2015&hl=pt-BR"
"0004-282X","2016","Arquivos de Neuro-Psiquiatria","22","28","http://scholar.google.com/citations?view_op=list_hcore&venue=eWydlrm6X40J.2016&hl=en"
"0004-282X","2017","Arquivos de Neuro-Psiquiatria","25","30","http://scholar.google.com/citations?view_op=list_hcore&venue=eWydlrm6X40J.2017&hl=en"
"0004-282X","2020","Arquivos de Neuro-Psiquiatria","25","34","https://scholar.google.com/citations?view_op=list_hcore&venue=eWydlrm6X40J.2020&hl=pt-BR"
"0004-2927","2020","Ars Pharmaceutica (Internet)","9","12","https://scholar.google.com/citations?view_op=list_hcore&venue=3_yo_dZxjBIJ.2020&hl=es"
"0004-4822","2015","Revista de la Asociación Geológica Argentina","9","13","http://scholar.google.com/citations?view_op=list_hcore&venue=rG8g3GlaRYQJ.2015&hl=en"
"0004-4822","2017","Revista de la Asociación Geológica Argentina","8","11","http://scholar.google.com/citations?view_op=list_hcore&venue=rG8g3GlaRYQJ.2017&hl=en"
"0004-6507","2020","Atenea","7","11","https://scholar.google.com/citations?view_op=list_hcore&venue=jiwvX08-PZ4J.2020&hl=es"
"0006-8241","2017","Bothalia","6","6","http://scholar.google.com/citations?view_op=list_hcore&venue=j1D8diT0iWwJ.2017&hl=en"
"0006-8241","2020","Bothalia-African Biodiversity & Conservation","17","23","https://scholar.google.com/citations?view_op=list_hcore&venue=j1D8diT0iWwJ.2020&hl=en"
"0006-8705","2013","Bragantia","12","15","http://scholar.google.com/citations?view_op=list_hcore&venue=PpTnSR_xdswJ.2013&hl=pt-br"
"0006-8705","2014","Bragantia","12","15","http://scholar.google.com/citations?view_op=list_hcore&venue=PpTnSR_xdswJ.2014&hl=pt-br"
"0006-8705","2015","Bragantia","12","17","http://scholar.google.com/citations?view_op=list_hcore&venue=PpTnSR_xdswJ.2015&hl=pt-BR"
"0006-8705","2016","Bragantia","13","15","http://scholar.google.com/citations?view_op=list_hcore&venue=PpTnSR_xdswJ.2016&hl=en"
"0006-8705","2017","Bragantia","12","15","http://scholar.google.com/citations?view_op=list_hcore&venue=PpTnSR_xdswJ.2017&hl=en"
"0006-8705","2020","Bragantia","19","24","https://scholar.google.com/citations?view_op=list_hcore&venue=PpTnSR_xdswJ.2020&hl=pt-BR"
"0011-1503","2020","Crítica (México, DF)","4","6","https://scholar.google.com/citations?view_op=list_hcore&venue=5_U1ZUdiGq8J.2020&hl=es"
"0011-5258","2013","Dados: revista de ciências sociais","12","16","http://scholar.google.com/citations?view_op=list_hcore&venue=GJLD0gbym6AJ.2013&hl=pt-br"
"0011-5258","2014","Dados","6","9","http://scholar.google.com/citations?view_op=list_hcore&venue=iXPDJirduP4J.2014&hl=pt-br"
"0011-5258","2015","Dados: revista de ciências sociais","13","18","http://scholar.google.com/citations?view_op=list_hcore&venue=GJLD0gbym6AJ.2015&hl=pt-BR"
